"TOA5","5964","CR1000","5964","CR1000.Std.32.05","CPU:cbFLX.CR1","33758","CambridgeFAST"
"TIMESTAMP","RECORD","U","V","W","Ts","DiagSAT","CO2","H2O","Tin","Tout","Press","CO22","H2O2"
"TS","RN","m/s","m/s","m/s","deg C","","mmolm-3","mmolm-3","deg C","deg C","kPa","mmolm-3","mmolm-3"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-05-13 21:19:33.35",2316430,-1.5585,-4.0805,0.72975,-0.1236267,59,17.92232,48.54111,3.545323,3.189705,97.89222,19.1266,226.7424
"2023-05-13 21:19:33.4",2316431,-0.9005001,-4.32675,0.7007501,-0.1417236,60,17.918,48.42042,3.525861,3.20788,97.89161,19.13481,226.3046
"2023-05-13 21:19:33.45",2316432,-0.7205001,-4.51125,0.5595,-0.2043762,61,17.9185,48.35216,3.542728,3.206582,97.8932,19.1266,226.3046
"2023-05-13 21:19:33.5",2316433,-1.2885,-4.0385,-0.10675,-0.1021729,62,17.9215,48.32501,3.529753,3.202687,97.88454,19.13481,228.6027
"2023-05-13 21:19:33.55",2316434,-0.545,-3.72925,-0.009500001,-0.07577515,63,17.92243,48.35337,3.553108,3.216968,97.88637,19.15122,228.7121
"2023-05-13 21:19:33.6",2316435,-1.07375,-3.882,0.42175,-0.07250977,0,17.9246,48.49191,3.531051,3.185811,97.87649,19.14301,226.0858
"2023-05-13 21:19:33.65",2316436,-0.38375,-3.848,0.9080001,-0.1137085,1,17.92496,48.52626,3.550669,3.182072,97.89564,19.1266,228.8216
"2023-05-13 21:19:33.7",2316437,-1.2325,-4.1865,0.8985,-0.178009,2,17.91795,48.53237,3.534943,3.192302,97.8882,19.15122,229.2593
"2023-05-13 21:19:33.75",2316438,-1.13975,-4.13925,0.41975,-0.2357178,3,17.92157,48.54846,3.523422,3.185966,97.89344,19.29075,226.4141
"2023-05-13 21:19:33.8",2316439,-1.01075,-4.5575,0.334,-0.2900696,4,17.9146,48.35913,3.528612,3.195054,97.87527,19.32358,227.0706
"2023-05-13 21:19:33.85",2316440,-1.50425,-4.00725,0.6595,-0.3148193,5,17.92081,48.40143,3.528612,3.18337,97.88113,19.25792,226.8518
"2023-05-13 21:19:33.9",2316441,-1.5425,-4.59225,0.42475,-0.1104431,6,17.92073,48.41392,3.5351,3.192458,97.88515,19.19226,225.7575
"2023-05-13 21:19:33.95",2316442,-0.984,-4.59,0.5362501,-0.03131104,7,17.9216,48.29576,3.537694,3.179475,97.89161,19.15943,227.1801
"2023-05-13 21:19:34",2316443,-0.9867501,-4.31475,0.58525,-0.2521973,8,17.92426,48.50772,3.542884,3.188563,97.89161,19.15943,228.3838
"2023-05-13 21:19:34.05",2316444,-0.9892501,-4.511,0.37975,-0.3098755,9,17.91961,48.51023,3.538992,3.195054,97.88637,19.11839,229.1499
"2023-05-13 21:19:34.1",2316445,-0.62275,-4.8075,0.246,-0.2719727,10,17.92212,48.5825,3.537694,3.172984,97.89039,19.14301,228.2744
"2023-05-13 21:19:34.15",2316446,-0.9795001,-4.72625,0.17725,-0.2505493,11,17.91644,48.45788,3.532504,3.182072,97.87527,19.14301,220.7236
"2023-05-13 21:19:34.2",2316447,-0.8695,-4.514,0.1245,-0.3016357,12,17.91815,48.43769,3.541587,3.184668,97.87869,19.13481,224.4443
"2023-05-13 21:19:34.25",2316448,-0.1495,-4.00175,0.469,-0.2060242,13,17.91858,48.24654,3.549372,3.180773,97.87808,19.13481,225.3197
"2023-05-13 21:19:34.3",2316449,-0.9077501,-4.3065,-0.02525,-0.03295898,14,17.91998,48.29827,3.546777,3.184668,97.88454,19.15122,218.9727
"2023-05-13 21:19:34.35",2316450,-0.48925,-4.509,0.48475,-0.2900696,15,17.92314,48.35709,3.5351,3.187265,97.87991,19.1266,216.5652
"2023-05-13 21:19:34.4",2316451,-0.60675,-4.668,0.42275,-0.210968,16,17.92584,48.46368,3.538992,3.170388,97.88673,19.1266,219.301
"2023-05-13 21:19:34.45",2316452,-0.488,-4.4335,0.64125,-0.2868042,17,17.92003,48.49237,3.536397,3.209334,97.88795,19.1266,221.3802
"2023-05-13 21:19:34.5",2316453,-0.74775,-4.702,0.54575,-0.2307739,18,17.91735,48.60715,3.529909,3.189861,97.90248,19.15122,219.0822
"2023-05-13 21:19:34.55",2316454,-0.7575001,-4.17525,0.636,-0.2192078,19,17.91819,48.5766,3.531207,3.200247,97.89137,19.14301,221.3802
"2023-05-13 21:19:34.6",2316455,-0.9900001,-4.44075,0.51775,-0.2192078,20,17.9127,48.44006,3.542884,3.195054,97.88552,19.1266,221.8179
"2023-05-13 21:19:34.65",2316456,-2.3665,-4.15175,-0.11725,-0.09228516,21,17.91776,48.29452,3.537694,3.188563,97.88491,19.1266,222.3651
"2023-05-13 21:19:34.7",2316457,-0.59725,-3.74075,0.26225,0.1418762,22,17.92209,48.4141,3.542884,3.192458,97.8815,19.14301,224.3349
"2023-05-13 21:19:34.75",2316458,-1.0745,-4.40525,0.24225,-0.03295898,23,17.91807,48.38763,3.527314,3.191159,97.8793,19.1266,224.9915
"2023-05-13 21:19:34.8",2316459,-1.291,-3.94475,-0.513,-0.2521973,24,17.92303,48.58139,3.528612,3.208036,97.89076,19.11839,225.8669
"2023-05-13 21:19:34.85",2316460,-1.327,-4.44475,0.594,-0.2670288,25,17.91865,48.50529,3.519529,3.182072,97.88637,19.1266,226.6329
"2023-05-13 21:19:34.9",2316461,-1.53725,-4.0745,0.74575,-0.1697693,26,17.91704,48.57043,3.540289,3.195054,97.88052,19.14301,226.6329
"2023-05-13 21:19:34.95",2316462,-1.54575,-4.541,0.32125,-0.1665039,27,17.91507,48.46426,3.515636,3.193756,97.88454,19.15943,225.8669
"2023-05-13 21:19:35",2316463,-1.72675,-3.69,-0.2195,0.03466797,28,17.92228,48.47504,3.532504,3.185966,97.89076,19.16764,226.6329
"2023-05-13 21:19:35.05",2316464,-1.45475,-3.84975,0.13125,-0.1038513,29,17.91704,48.327,3.524719,3.198949,97.8932,19.15122,226.7424
"2023-05-13 21:19:35.1",2316465,-1.1475,-4.43475,0.6365,-0.05764771,30,17.92295,48.39496,3.527314,3.196352,97.88637,19.15122,225.7575
"2023-05-13 21:19:35.15",2316466,-0.3215,-4.37725,1.66025,-0.03955078,31,17.92333,48.4026,3.538992,3.192458,97.90736,19.15943,225.7575
"2023-05-13 21:19:35.2",2316467,-2.02025,-3.89325,1.02325,0.05609131,32,17.92714,48.50801,3.540289,3.157403,97.88783,19.15943,226.4141
"2023-05-13 21:19:35.25",2316468,-2.4555,-4.08175,-0.23975,-0.001617432,33,17.91706,48.52184,3.533802,3.193756,97.87832,19.15943,223.5688
"2023-05-13 21:19:35.3",2316469,-2.51275,-3.13425,-0.9597501,-0.02633667,34,17.92336,48.38797,3.536397,3.188563,97.88759,19.20867,224.2254
"2023-05-13 21:19:35.35",2316470,-0.5475,-4.3605,0.27875,0.131958,35,17.92617,48.33252,3.532504,3.188563,97.89587,19.16764,224.2254
"2023-05-13 21:19:35.4",2316471,-0.9815,-4.777,0.12925,-0.3082275,36,17.93663,48.45551,3.538992,3.193756,97.88174,19.21688,226.4141
"2023-05-13 21:19:35.45",2316472,-0.387,-5.169,0.3835,-0.3807373,37,17.94127,48.32948,3.531207,3.172984,97.89016,19.18405,225.4292
"2023-05-13 21:19:35.5",2316473,-0.89,-4.802,0.3335,-0.1054688,38,17.94187,48.38995,3.532504,3.180773,97.87686,19.20047,226.0858
"2023-05-13 21:19:35.55",2316474,-2.7275,-4.131,0.8042501,-0.1994324,39,17.94355,48.42688,3.527314,3.19765,97.89016,19.19226,224.9915
"2023-05-13 21:19:35.6",2316475,-1.61575,-4.15925,0.6835001,-0.1582336,40,17.9439,48.54058,3.5351,3.171686,97.88698,19.19226,226.4141
"2023-05-13 21:19:35.65",2316476,-0.9185001,-4.74825,0.3905,-0.2653809,41,17.93801,48.6259,3.532504,3.202843,97.88113,19.2415,224.882
"2023-05-13 21:19:35.7",2316477,-0.72275,-5.201,0.2015,-0.2554626,42,17.93085,48.53316,3.5351,3.191159,97.88918,19.19226,223.4594
"2023-05-13 21:19:35.75",2316478,-1.058,-4.83775,-0.0775,-0.2966614,43,17.93589,48.40559,3.541587,3.182072,97.87222,19.15943,223.0217
"2023-05-13 21:19:35.8",2316479,-0.795,-5.26175,0.0435,-0.2340393,44,17.92683,48.33956,3.533988,3.184855,97.87222,19.15943,223.8971
"2023-05-13 21:19:35.85",2316480,-1.22475,-4.7885,0.51975,-0.2620544,45,17.93439,48.39586,3.537694,3.180773,97.87967,19.14301,226.3046
"2023-05-13 21:19:35.9",2316481,-1.31425,-4.6315,0.6805,-0.2077026,46,17.92701,48.45856,3.536397,3.193756,97.87344,19.14301,222.2557
"2023-05-13 21:19:35.95",2316482,-0.5175,-4.20175,0.54975,-0.1599121,47,17.93505,48.52374,3.540289,3.193756,97.88515,19.1266,219.6293
"2023-05-13 21:19:36",2316483,-0.9795001,-4.29425,0.109,-0.2818298,48,17.92986,48.5499,3.537881,3.195241,97.88698,19.11839,217.769
"2023-05-13 21:19:36.05",2316484,-0.9935001,-4.748,-0.29125,-0.229126,49,17.92926,48.49535,3.531207,3.192458,97.88979,19.15122,215.9086
"2023-05-13 21:19:36.1",2316485,-0.84425,-4.76725,-0.12525,-0.1813354,50,17.92389,48.52378,3.536583,3.199135,97.88454,19.13481,216.5652
"2023-05-13 21:19:36.15",2316486,-0.50825,-4.48975,0.0435,-0.179657,51,17.92273,48.39738,3.523608,3.191346,97.88857,19.15122,224.6632
"2023-05-13 21:19:36.2",2316487,-0.6105,-5.564,0.4365,-0.2686462,52,17.91957,48.34979,3.532691,3.190048,97.89259,19.15122,221.9274
"2023-05-13 21:19:36.25",2316488,-2.67575,-4.24375,0.919,-0.1994324,53,17.9289,48.43763,3.533802,3.187265,97.89137,19.15122,217.2218
"2023-05-13 21:19:36.3",2316489,-2.90425,-3.6245,0.287,-0.1977844,54,17.9264,48.42117,3.536397,3.192458,97.87991,19.14301,217.8784
"2023-05-13 21:19:36.35",2316490,-2.059,-3.333,-0.13625,-0.003265381,55,17.92416,48.47924,3.536583,3.195241,97.88795,19.11018,220.1765
"2023-05-13 21:19:36.4",2316491,-0.55925,-3.827,0.06975,-0.2192078,56,17.92228,48.41354,3.541774,3.166679,97.91821,19.13481,221.9274
"2023-05-13 21:19:36.45",2316492,-0.63025,-4.2465,0.0815,-0.1648254,57,17.91965,48.44075,3.535286,3.183557,97.89625,19.13481,221.9274
"2023-05-13 21:19:36.5",2316493,-0.23925,-2.3215,1.23125,-0.3362427,58,17.91476,48.26306,3.536583,3.193943,97.89465,19.1266,223.6783
"2023-05-13 21:19:36.55",2316494,-0.45275,-2.15025,0.0745,-0.003265381,59,17.92029,48.37311,3.540476,3.184855,97.89892,19.11839,224.5537
"2023-05-13 21:19:36.6",2316495,-1.40425,-2.69975,1.6885,0.08581543,60,17.91985,48.37759,3.533988,3.187451,97.90599,19.14301,224.7726
"2023-05-13 21:19:36.65",2316496,-1.2545,-3.384,0.9675,-0.07910156,61,17.92675,48.45431,3.523608,3.170574,97.91185,19.14301,224.0066
"2023-05-13 21:19:36.7",2316497,-1.09275,-4.10275,0.359,-0.2142944,62,17.92333,48.45044,3.532691,3.184855,97.90393,19.13481,221.4896
"2023-05-13 21:19:36.75",2316498,-1.28225,-3.5975,0.35225,-0.3016357,63,17.92376,48.60431,3.526203,3.204328,97.88637,19.11839,222.8028
"2023-05-13 21:19:36.8",2316499,-0.68825,-3.91975,0.367,-0.421936,0,17.92423,48.50146,3.543071,3.173171,97.90857,19.14301,223.6783
"2023-05-13 21:19:36.85",2316500,-0.598,-3.95675,0.47425,0.008300781,1,17.91913,48.41816,3.533988,3.193943,97.88881,19.14301,223.5688
"2023-05-13 21:19:36.9",2316501,-1.33725,-4.1335,0.96425,-0.1467285,2,17.92122,48.44242,3.539178,3.187451,97.89161,19.1266,224.9915
"2023-05-13 21:19:36.95",2316502,-0.73625,-4.1305,0.69675,-0.2175903,3,17.92337,48.37605,3.533988,3.18096,97.89564,19.11839,225.4292
"2023-05-13 21:19:37",2316503,-1.48925,-3.468,-0.04,-0.07577515,4,17.92832,48.41329,3.532691,3.174469,97.88393,19.14301,225.3197
"2023-05-13 21:19:37.05",2316504,-0.149,-4.32625,0.295,-0.3197327,5,17.92053,48.46287,3.531394,3.186153,97.89784,19.1266,225.2103
"2023-05-13 21:19:37.1",2316505,-0.5732501,-3.83675,0.164,-0.03131104,6,17.92765,48.53395,3.527501,3.175767,97.89198,19.1266,224.5537
"2023-05-13 21:19:37.15",2316506,-0.43,-4.22575,0.0665,-0.2011108,7,17.92193,48.51897,3.533988,3.190048,97.88673,19.11839,225.1009
"2023-05-13 21:19:37.2",2316507,-2.28825,-2.84075,-0.2345,-0.1714172,8,17.91797,48.49962,3.528798,3.184855,97.89967,19.14301,221.9274
"2023-05-13 21:19:37.25",2316508,-1.59475,-3.97675,-0.3925,0.1286926,9,17.91951,48.46235,3.531394,3.184855,97.90454,19.1266,224.9915
"2023-05-13 21:19:37.3",2316509,-0.64,-4.1325,-0.7970001,-0.2340393,10,17.92326,48.35768,3.535286,3.208223,97.89283,19.1266,227.399
"2023-05-13 21:19:37.35",2316510,-2.7495,-3.2415,-1.108,-0.02304077,11,17.92326,48.36303,3.540476,3.204328,97.89039,19.14301,226.3046
"2023-05-13 21:19:37.4",2316511,-2.12325,-2.1055,-0.08450001,0.05938721,12,17.92574,48.337,3.533988,3.182258,97.89002,19.19226,224.9915
"2023-05-13 21:19:37.45",2316512,-2.00725,-3.22425,0.3875,-0.06097412,13,17.92127,48.40224,3.546963,3.191346,97.89526,19.16764,222.584
"2023-05-13 21:19:37.5",2316513,-1.83,-2.95375,1.36575,0.1930237,14,17.92586,48.46341,3.531394,3.201732,97.89198,19.17584,224.2254
"2023-05-13 21:19:37.55",2316514,-1.7775,-4.314,0.8092501,-0.2225342,15,17.91436,48.51773,3.530221,3.187577,97.8977,19.16764,223.1311
"2023-05-13 21:19:37.6",2316515,-2.13625,-4.359,0.37825,-0.06918335,16,17.91723,48.56673,3.547089,3.186279,97.88174,19.14301,222.584
"2023-05-13 21:19:37.65",2316516,-1.124,-4.24925,0.58325,-0.3098755,17,17.91376,48.48095,3.525031,3.164208,97.89161,19.14301,223.4594
"2023-05-13 21:19:37.7",2316517,-0.589,-3.9705,0.63425,-0.2027588,18,17.92974,48.39523,3.531519,3.186279,97.89039,19.14301,224.2254
"2023-05-13 21:19:37.75",2316518,-1.85,-3.76175,0.36075,-0.08569336,19,17.9302,48.45033,3.538007,3.18498,97.891,19.15122,223.7877
"2023-05-13 21:19:37.8",2316519,-0.517,-4.45975,0.441,-0.2818298,20,17.93666,48.30647,3.527626,3.183682,97.89967,19.15943,224.0066
"2023-05-13 21:19:37.85",2316520,-0.6535,-4.89775,0.55775,-0.1648254,21,17.93583,48.52211,3.528924,3.178489,97.8932,19.15943,224.3349
"2023-05-13 21:19:37.9",2316521,-1.07,-4.49475,0.82175,-0.2686462,22,17.93538,48.5041,3.55475,3.201732,97.88089,19.14301,223.6783
"2023-05-13 21:19:37.95",2316522,-2.1,-4.75425,0.64275,-0.05273438,23,17.93624,48.66626,3.530221,3.179787,97.89601,19.14301,222.8028
"2023-05-13 21:19:38",2316523,-1.20675,-4.40875,0.60925,-0.2472229,24,17.92858,48.43074,3.522436,3.181086,97.88028,19.14301,222.3651
"2023-05-13 21:19:38.05",2316524,-2.36825,-4.17675,0.5930001,-0.2818298,25,17.92174,48.32741,3.537881,3.178364,97.89662,19.13481,222.6934
"2023-05-13 21:19:38.1",2316525,-1.742,-3.3385,0.24475,-0.196167,26,17.92637,48.339,3.531519,3.194068,97.88271,19.1266,223.6783
"2023-05-13 21:19:38.15",2316526,-0.66075,-4.69125,0.6407501,-0.09558105,27,17.92737,48.34209,3.539304,3.203156,97.88673,19.13481,223.8971
"2023-05-13 21:19:38.2",2316527,-2.18825,-4.28075,0.72175,-0.3510742,28,17.92478,48.39162,3.530221,3.179787,97.87808,19.16764,225.4292
"2023-05-13 21:19:38.25",2316528,-1.38175,-4.46025,0.33025,-0.3724976,29,17.92595,48.53371,3.540601,3.187577,97.88734,19.11018,224.2254
"2023-05-13 21:19:38.3",2316529,-1.69025,-3.275,0.41425,-0.01312256,30,17.92092,48.46577,3.532816,3.182384,97.88857,19.1266,225.4292
"2023-05-13 21:19:38.35",2316530,-1.26175,-4.3225,0.26825,-0.1071167,31,17.92404,48.53931,3.531519,3.19277,97.89198,19.1266,223.8971
"2023-05-13 21:19:38.4",2316531,-1.50425,-4.45875,0.592,-0.2686462,32,17.92006,48.5449,3.541899,3.186279,97.87283,19.13481,221.3802
"2023-05-13 21:19:38.45",2316532,-1.113,-4.21475,0.622,-0.2488708,33,17.91959,48.37235,3.539304,3.168103,97.87747,19.13481,221.2708
"2023-05-13 21:19:38.5",2316533,-2.19875,-3.86125,0.6522501,0.05938721,34,17.91959,48.3412,3.535411,3.183682,97.90187,19.14301,221.7085
"2023-05-13 21:19:38.55",2316534,-1.4765,-4.3045,0.74725,-0.1104431,35,17.92271,48.35218,3.538007,3.181086,97.88612,19.15943,219.8482
"2023-05-13 21:19:38.6",2316535,-2.04225,-4.53975,0.55175,-0.003265381,36,17.92029,48.40732,3.540601,3.179787,97.89198,19.13481,220.3953
"2023-05-13 21:19:38.65",2316536,-1.63775,-4.588,0.836,-0.3082275,37,17.92529,48.49217,3.539304,3.179787,97.88955,19.11839,222.3651
"2023-05-13 21:19:38.7",2316537,-2.43275,-4.15225,0.8832501,-0.06097412,38,17.91829,48.47245,3.531519,3.175893,97.8932,19.1266,224.2254
"2023-05-13 21:19:38.75",2316538,-1.59425,-4.11025,0.6605,-0.3280029,39,17.92367,48.52982,3.532816,3.196664,97.8793,19.13481,223.0217
"2023-05-13 21:19:38.8",2316539,-0.9110001,-4.727,0.0705,0.09567261,40,17.91598,48.38334,3.536709,3.191472,97.88515,19.1266,222.1462
"2023-05-13 21:19:38.85",2316540,-0.663,-4.974,0.02225,-0.3395081,41,17.91447,48.38115,3.535411,3.171998,97.8793,19.13481,219.4104
"2023-05-13 21:19:38.9",2316541,-0.5645,-4.76675,0.2335,-0.4103699,42,17.91903,48.39194,3.538007,3.191472,97.87808,19.13481,223.4594
"2023-05-13 21:19:38.95",2316542,-0.8145,-4.62175,0.29925,-0.3955688,43,17.92634,48.29948,3.521139,3.182384,97.87967,19.14301,224.6632
"2023-05-13 21:19:39",2316543,-1.261,-4.598,0.185,-0.2686462,44,17.92377,48.47492,3.532816,3.160313,97.88271,19.14301,226.7424
"2023-05-13 21:19:39.05",2316544,-1.0875,-4.59325,0.69025,-0.2357178,45,17.92115,48.5957,3.541899,3.187577,97.88393,19.13481,221.0519
"2023-05-13 21:19:39.1",2316545,-1.9565,-3.774,0.91575,-0.1665039,46,17.91966,48.58975,3.535411,3.183682,97.891,19.14301,214.7049
"2023-05-13 21:19:39.15",2316546,-1.282,-4.183,0.77575,-0.179657,47,17.92071,48.56649,3.536709,3.171998,97.88418,19.14301,213.2823
"2023-05-13 21:19:39.2",2316547,-0.9432501,-4.22825,0.9405,-0.1928406,48,17.91808,48.30926,3.538007,3.203156,97.89929,19.13481,212.2974
"2023-05-13 21:19:39.25",2316548,-0.88425,-4.71675,0.583,-0.1813354,49,17.92191,48.33944,3.527626,3.15512,97.89222,19.13481,213.3917
"2023-05-13 21:19:39.3",2316549,-1.0145,-5.326,0.3375,0.02148438,50,17.92511,48.50408,3.543196,3.208348,97.87991,19.15122,215.7992
"2023-05-13 21:19:39.35",2316550,-0.9950001,-4.997,0.46375,-0.2702942,51,17.9263,48.38125,3.548387,3.191472,97.87808,19.11018,223.5688
"2023-05-13 21:19:39.4",2316551,-0.8987501,-4.7645,0.605,-0.2011108,52,17.92437,48.44253,3.531519,3.178489,97.87808,19.1266,223.8971
"2023-05-13 21:19:39.45",2316552,-1.133,-4.666,0.4385,-0.1120605,53,17.91877,48.44245,3.540601,3.183682,97.88332,19.1266,224.6632
"2023-05-13 21:19:39.5",2316553,-1.268,-4.8785,0.6,-0.3098755,54,17.92087,48.52522,3.535411,3.186279,97.88454,19.14301,224.4443
"2023-05-13 21:19:39.55",2316554,-0.02125,-4.5005,0.744,-0.1334839,55,17.91617,48.36001,3.523734,3.203156,97.88332,19.14301,215.3615
"2023-05-13 21:19:39.6",2316555,-1.3635,-4.793,0.943,0.1121826,56,17.91526,48.43876,3.523734,3.194068,97.89381,19.13481,219.0822
"2023-05-13 21:19:39.65",2316556,-1.325,-4.3215,0.61075,-0.2966614,57,17.92205,48.33813,3.525031,3.200559,97.88979,19.14301,216.6747
"2023-05-13 21:19:39.7",2316557,-2.39725,-3.696,0.694,-0.2357178,58,17.923,48.39399,3.534114,3.188875,97.89747,19.15122,217.3312
"2023-05-13 21:19:39.75",2316558,-1.4265,-4.1605,-0.0475,-0.1434021,59,17.92833,48.48961,3.552281,3.182384,97.89283,19.14301,218.4256
"2023-05-13 21:19:39.8",2316559,-1.2705,-4.16425,0.008,-0.09719849,60,17.92337,48.46685,3.547089,3.186279,97.88979,19.13481,222.1462
"2023-05-13 21:19:39.85",2316560,-0.88175,-3.948,0.14375,-0.2340393,61,17.92207,48.59304,3.530408,3.187763,97.88393,19.11018,223.35
"2023-05-13 21:19:39.9",2316561,-0.1555,-4.68425,-0.22175,-0.2488708,62,17.91576,48.43148,3.535411,3.183682,97.88795,19.13481,221.9274
"2023-05-13 21:19:39.95",2316562,-0.7985001,-3.45375,0.8182501,-0.194519,63,17.91257,48.26135,3.533003,3.164395,97.89381,19.1266,222.584
"2023-05-13 21:19:40",2316563,-1.91425,-4.38325,2.39825,-0.1533203,0,17.91969,48.33704,3.545978,3.170886,97.88539,19.21688,224.4443
"2023-05-13 21:19:40.05",2316564,-1.93475,-2.417,2.01275,0.07754517,1,17.92288,48.25605,3.536896,3.179974,97.8927,19.15943,215.9086
"2023-05-13 21:19:40.1",2316565,-1.4205,-3.3675,0.53275,-0.01812744,2,17.92202,48.3496,3.534301,3.170886,97.88844,19.14301,218.0973
"2023-05-13 21:19:40.15",2316566,-0.9155,-3.66475,0.57125,-0.1631775,3,17.9317,48.43034,3.526329,3.18498,97.89612,19.1266,218.8633
"2023-05-13 21:19:40.2",2316567,-0.48875,-3.45,1.17275,-0.179657,4,17.92361,48.48576,3.530408,3.183869,97.89088,19.13481,219.1916
"2023-05-13 21:19:40.25",2316568,-0.7952501,-2.9305,1.168,-0.1087646,5,17.93262,48.57571,3.539491,3.185167,97.90135,19.20867,222.8028
"2023-05-13 21:19:40.3",2316569,-0.1815,-3.2965,1.66375,-0.05435181,6,17.93685,48.46666,3.536896,3.19036,97.88685,19.21688,221.9274
"2023-05-13 21:19:40.35",2316570,-1.9455,-1.5245,0.7830001,0.03466797,7,17.93549,48.36756,3.52911,3.192956,97.88685,19.2333,228.3838
"2023-05-13 21:19:40.4",2316571,0.4805,-2.951,1.4005,-0.1417236,8,17.93354,48.4224,3.538193,3.18257,97.88806,19.3482,228.3838
"2023-05-13 21:19:40.45",2316572,-1.9145,-2.638,1.1725,0.1089172,9,17.94382,48.29652,3.516135,3.177377,97.90379,19.16764,228.165
"2023-05-13 21:19:40.5",2316573,-0.94925,-2.0305,0.749,0.09405518,10,17.9422,48.43756,3.530408,3.198149,97.89673,19.13481,228.0555
"2023-05-13 21:19:40.55",2316574,-2.1975,-1.87275,0.29075,0.05117798,11,17.94474,48.4526,3.52392,3.169588,97.9044,19.13481,228.3838
"2023-05-13 21:19:40.6",2316575,-0.60175,-3.41775,0.61125,-0.2686462,12,17.94178,48.60101,3.539491,3.189062,97.89733,19.14301,227.8367
"2023-05-13 21:19:40.65",2316576,-0.723,-3.619,0.6415001,-0.1549072,13,17.93794,48.44325,3.527813,3.189062,97.92271,19.19226,228.2744
"2023-05-13 21:19:40.7",2316577,-0.9532501,-3.44275,0.9217501,-0.178009,14,17.93907,48.46895,3.545978,3.187763,97.88966,19.28254,227.399
"2023-05-13 21:19:40.75",2316578,-0.95125,-3.52225,0.9235001,-0.1582336,15,17.94422,48.33951,3.545978,3.172184,97.91124,19.42207,227.0706
"2023-05-13 21:19:40.8",2316579,-0.81925,-4.3425,0.6350001,-0.1697693,16,17.95454,48.38419,3.521325,3.18257,97.89429,19.29895,228.165
"2023-05-13 21:19:40.85",2316580,-1.066,-3.6325,0.6985,-0.02304077,17,17.96263,48.30977,3.539491,3.183869,97.89283,19.40565,227.5084
"2023-05-13 21:19:40.9",2316581,-0.133,-4.8705,0.42175,-0.3626099,18,17.96398,48.47056,3.538193,3.19036,97.89625,19.27433,226.6329
"2023-05-13 21:19:40.95",2316582,-1.0915,-3.4025,-0.367,-0.12854,19,17.95617,48.54744,3.52911,3.187763,97.89845,19.16764,224.4443
"2023-05-13 21:19:41",2316583,-2.24125,-3.07625,0.54725,0.2045288,20,17.95804,48.54221,3.52911,3.181272,97.89526,19.1266,225.3197
"2023-05-13 21:19:41.05",2316584,-2.718,-2.528,1.25475,0.3777771,21,17.95064,48.44847,3.535598,3.195553,97.89331,19.14301,224.6632
"2023-05-13 21:19:41.1",2316585,-2.14075,-2.90275,-1.039,-0.487793,22,17.94964,48.45432,3.543383,3.196851,97.89246,19.14301,225.648
"2023-05-13 21:19:41.15",2316586,-0.67675,-3.28175,0.08725,-0.2077026,23,17.94454,48.34718,3.534301,3.199447,97.89733,19.14301,225.4292
"2023-05-13 21:19:41.2",2316587,-0.6355,-3.28125,1.14025,-0.2093506,24,17.94579,48.36117,3.534301,3.170886,97.89088,19.15943,222.4745
"2023-05-13 21:19:41.25",2316588,-1.63075,-2.563,0.33675,-0.1434021,25,17.9483,48.34718,3.540788,3.164395,97.88624,19.15122,222.584
"2023-05-13 21:19:41.3",2316589,-2.15725,-3.61575,0.6645001,0.06268311,26,17.95303,48.36867,3.544681,3.165693,97.90623,19.14301,227.9461
"2023-05-13 21:19:41.35",2316590,-2.0805,-3.699,0.59225,-0.2488708,27,17.94557,48.52226,3.52911,3.185167,97.89429,19.14301,227.0706
"2023-05-13 21:19:41.4",2316591,-1.55575,-3.473,0.5505,-0.04614258,28,17.94618,48.50721,3.531705,3.170886,97.90478,19.15122,225.2103
"2023-05-13 21:19:41.45",2316592,-0.63475,-4.20525,0.89525,-0.2686462,29,17.94885,48.42197,3.545978,3.189062,97.89892,19.15943,223.2405
"2023-05-13 21:19:41.5",2316593,-0.79625,-4.709,0.76125,-0.3230591,30,17.94006,48.46201,3.536896,3.178676,97.89344,19.14301,218.8633
"2023-05-13 21:19:41.55",2316594,-0.7545,-3.77325,0.58825,-0.0774231,31,17.93713,48.32495,3.540788,3.189062,97.88296,19.15122,221.1613
"2023-05-13 21:19:41.6",2316595,-1.00125,-4.546,0.42475,-0.3065796,32,17.94456,48.38514,3.539491,3.177377,97.89002,19.20047,224.116
"2023-05-13 21:19:41.65",2316596,-1.01275,-4.70125,0.402,-0.2917175,33,17.94904,48.41021,3.526515,3.173483,97.88296,19.25792,224.0066
"2023-05-13 21:19:41.7",2316597,-0.72175,-4.251,0.7992501,-0.2192078,34,17.9408,48.56612,3.542086,3.176079,97.87832,19.15122,219.7387
"2023-05-13 21:19:41.75",2316598,-0.13975,-4.2965,0.0355,-0.07250977,35,17.93985,48.5561,3.52392,3.172184,97.89564,19.13481,219.7387
"2023-05-13 21:19:41.8",2316599,-0.9425001,-3.55225,-0.09075,0.04785156,36,17.93512,48.36375,3.520028,3.177377,97.89465,19.14301,218.4256
"2023-05-13 21:19:41.85",2316600,-2.8085,-3.01825,-0.96075,0.2259827,37,17.93477,48.54807,3.545978,3.183869,97.88418,19.14301,215.1426
